3.860068,1
4.025612,2
4.224162,0
4.439529,2
4.73773,2
5.168601,3
5.648896,2
6.924528,0
7.156463,1
7.37183,2
7.852261,0
8.100763,1
8.349263,2
8.746861,0
8.995902,1
9.210728,2
9.625276,3
10.235,1
10.235,2
10.60233,0
10.83426,1
11.06621,2
11.48036,0
11.69573,1
11.9277,2
12.35849,0
12.59033,1
12.82228,2
13.253,3
13.71686,2
14.1973,3
14.41293,2
14.66681,1
15.03129,0
15.512,3
15.52828,0
15.99224,2
16.24115,1
16.45616,0
16.87105,2
16.88701,0
17.35128,1
17.36724,3
17.78135,2
18.01386,3
18.29491,2
18.70908,1
19.14002,0
19.62025,1
20.06787,2
20.51567,3
20.74681,2
20.96241,1
21.21075,0
21.42617,1
21.65854,2
21.90687,3
22.33772,2
22.58568,3
22.81762,2
23.18379,1
23.43229,0
23.68079,1
24.09512,1
24.11209,2
24.55931,0
24.55931,3
24.97321,2
25.20558,3
25.48733,2
25.91729,1
26.14925,0
26.36469,1
26.77878,2
27.01069,3
27.25919,2
27.656,1
27.656,2
28.128,0
28.128,3
28.60124,2
28.83302,1
29.08155,3
29.52883,3
29.99585,2
30.85732,1
31.33775,0
31.78505,2
32.62995,3
33.37545,2
33.60774,1
33.83932,0
34.05495,1
34.27038,2
34.51871,3
35.87712,0
36.10895,1
36.35783,2
36.75578,3
36.98698,2
37.20235,1
37.6003,0
37.83257,1
38.08091,2
38.49509,0
38.51112,3
38.94191,1
38.95885,2
39.43909,2
39.67079,3
39.95242,2
40.35002,1
40.56593,0
40.79732,1
41.22805,3
41.47662,2
41.70848,1
42.13926,0
42.60404,0
43.13322,2
43.33209,1
43.56395,3
43.99496,3
44.45872,3
44.87272,0
45.08809,1
45.33661,2
45.78389,2
46.21505,2
46.6459,3
46.8778,2
47.10925,1
47.54063,0
47.73909,1
48.02039,2
48.45269,3
48.68415,2
48.91608,1
49.36338,0
49.82742,1
50.27476,2
50.73841,3
51.48391,2
52.01424,1
52.478,0
52.61065,1
53.00807,2
53.45601,3
53.91921,3
54.13458,2
54.38355,1
54.79725,0
55.01344,1
55.24482,2
55.72498,1
55.90722,0
56.12258,1
56.58644,2
56.83543,3
57.10001,2
57.49765,1
57.69665,2
57.94553,0
58.35908,3
58.85651,2
59.30338,1
59.78406,0
60.23186,2
60.66185,3
61.14261,1
61.60643,2
62.05368,2
62.43475,1
62.81551,0
63.04744,1
63.31251,2
63.7772,0
64.00832,1
64.24025,2
64.67132,2
64.93614,0
65.18455,1
65.59872,2
65.81408,0
66.04639,1
66.49332,3
66.75848,2
66.99039,1
67.45419,0
67.85209,1
68.26595,2
68.5313,3
68.77,0
68.77,3
69.2,2
69.2,1
69.4259,3
69.7,0
69.7,3
70.12158,2
70.35335,1
70.58528,2
70.60185,0
70.98289,1
70.98289,3
71.46332,0
71.46332,2
71.89405,2
72.1427,3
72.42495,1
72.83836,0
73.28616,0
73.71652,2
73.94849,3
74.21339,3
74.62755,3
75.07485,3
75.50613,2
75.70438,1
75.96945,0
76.46645,1
76.91375,2
77.36105,3
77.79179,1
78.27,0
78.27,3
78.47102,2
78.62012,1
78.85205,3
79.16711,2
79.39875,3
79.61412,1
79.63068,2
79.97858,3
80.21078,2
80.55885,0
80.97277,1
81.18795,2
81.43678,0
81.43678,3
81.83405,1
81.83405,2
82.288,2
82.288,0
82.69552,3
82.91135,2
83.1931,3
83.20908,1
83.63991,2
83.72269,0
83.97115,2
84.13682,2
84.51798,2
84.70049,2
84.97,2
84.97,1
85.4126,3
85.44558,0
85.89292,2
85.94279,0
86.30705,1
86.60602,2
86.82062,0
86.87032,2
87.26,3
87.26,1
87.69865,2
88.17986,2
88.64295,0
89.07,1
89.07,2
89.48785,3
89.95,0
89.95,2
90.39369,1
91.10647,2
91.32862,3
91.51138,2
91.74279,1
91.9582,0
92.2,2
92.2,0
